Description,JSON
Data race in audio in Google Chrome prior to 89.0.4389.72 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"{""rootcause"": ""data race"", ""weakness"": """", ""impact"": ""heap corruption"", ""vector"": ""crafted HTML page"", ""attacker"": ""remote attacker"", ""product"": ""Google Chrome"", ""version"": ""prior to 89.0.4389.72"", ""component"": ""audio""}"
Use after free in Blink in Google Chrome prior to 89.0.4389.90 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"{""rootcause"": ""use after free"", ""weakness"": """", ""impact"": ""heap corruption"", ""vector"": ""crafted HTML page"", ""attacker"": ""remote attacker"", ""product"": ""Google Chrome"", ""version"": ""prior to 89.0.4389.90"", ""component"": ""Blink""}"
Use after free in Blink in Google Chrome prior to 89.0.4389.128 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"{""rootcause"": ""use after free"", ""weakness"": """", ""impact"": ""heap corruption"", ""vector"": ""crafted HTML page"", ""attacker"": ""remote attacker"", ""product"": ""Google Chrome"", ""version"": ""prior to 89.0.4389.128"", ""component"": ""Blink""}"
Insufficient validation of untrusted input in V8 in Google Chrome prior to 89.0.4389.128 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"{""rootcause"": ""insufficient validation of untrusted input"", ""weakness"": """", ""impact"": ""heap corruption"", ""vector"": ""crafted HTML page"", ""attacker"": ""remote attacker"", ""product"": ""Google Chrome"", ""version"": ""prior to 89.0.4389.128"", ""component"": ""V8""}"
Type confusion in V8 in Google Chrome prior to 90.0.4430.85 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page.,"{""rootcause"": ""type confusion"", ""weakness"": """", ""impact"": ""execute arbitrary code"", ""vector"": ""crafted HTML page"", ""attacker"": ""remote attacker"", ""product"": ""Google Chrome"", ""version"": ""prior to 90.0.4430.85"", ""component"": ""V8""}"
"The System Information Library for Node.JS (npm package ""systeminformation"") is an open source collection of functions to retrieve detailed hardware, system and OS information. In systeminformation before version 5.3.1 there is a command injection vulnerability. Problem was fixed in version 5.3.1. As a workaround instead of upgrading, be sure to check or sanitize service parameters that are passed to si.inetLatency(), si.inetChecksite(), si.services(), si.processLoad() ... do only allow strings, reject any arrays. String sanitation works as expected.","{""rootcause"": """", ""weakness"": ""command injection"", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""systeminformation"", ""version"": ""before 5.3.1"", ""component"": """"}"
"The vSphere Client (HTML5) contains a remote code execution vulnerability in a vCenter Server plugin. A malicious actor with network access to port 443 may exploit this issue to execute commands with unrestricted privileges on the underlying operating system that hosts vCenter Server. This affects VMware vCenter Server (7.x before 7.0 U1c, 6.7 before 6.7 U3l and 6.5 before 6.5 U3n) and VMware Cloud Foundation (4.x before 4.2 and 3.x before 3.10.1.2).","{""rootcause"": ""improper access control"", ""weakness"": """", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": ""malicious actor with network access to port 443"", ""product"": [""VMware vCenter Server"", ""VMware Cloud Foundation""], ""version"": [""7.x before 7.0 U1c, 6.7 before 6.7 U3l, 6.5 before 6.5 U3n"", ""4.x before 4.2, 3.x before 3.10.1.2""], ""component"": ""vSphere Client (HTML5)""}"
Server Side Request Forgery in vRealize Operations Manager API (CVE-2021-21975) prior to 8.4 may allow a malicious actor with network access to the vRealize Operations Manager API can perform a Server Side Request Forgery attack to steal administrative credentials.,"{""rootcause"": """", ""weakness"": ""server side request forgery"", ""impact"": ""steal administrative credentials"", ""vector"": """", ""attacker"": ""malicious actor with network access to the API"", ""product"": ""vRealize Operations Manager"", ""version"": ""prior to 8.4"", ""component"": ""API""}"
The vCenter Server contains an arbitrary file upload vulnerability in the Analytics service. A malicious actor with network access to port 443 on vCenter Server may exploit this issue to execute code on vCenter Server by uploading a specially crafted file.,"{""rootcause"": """", ""weakness"": ""arbitrary file upload"", ""impact"": ""execute code"", ""vector"": ""specially crafted file"", ""attacker"": ""malicious actor with network access to port 443"", ""product"": ""vCenter Server"", ""version"": """", ""component"": ""Analytics service""}"
A double free bug in packet_set_ring() in net/packet/af_packet.c can be exploited by a local user through crafted syscalls to escalate privileges or deny service. We recommend upgrading kernel past the effected versions or rebuilding past ec6af094ea28f0f2dda1a6a33b14cd57e36a9755,"{""rootcause"": ""double free"", ""weakness"": """", ""impact"": [""privilege escalation"", ""deny service""], ""vector"": ""crafted syscalls"", ""attacker"": ""local user"", ""product"": ""Linux kernel"", ""version"": """", ""component"": ""net/packet/af_packet.c""}"
A buffer overflow vulnerability exists in Pulse Connect Secure before 9.1R11.4 allows a remote authenticated attacker to execute arbitrary code as the root user via maliciously crafted meeting room.,"{""rootcause"": """", ""weakness"": ""buffer overflow"", ""impact"": ""execute arbitrary code as root"", ""vector"": ""maliciously crafted meeting room"", ""attacker"": ""remote authenticated attacker"", ""product"": ""Pulse Connect Secure"", ""version"": ""before 9.1R11.4"", ""component"": """"}"
A command injection vulnerability exists in Pulse Connect Secure before 9.1R11.4 allows a remote authenticated attacker to perform remote code execution via Windows Resource Profiles Feature,"{""rootcause"": """", ""weakness"": ""command injection"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": ""remote authenticated attacker"", ""product"": ""Pulse Connect Secure"", ""version"": ""before 9.1R11.4"", ""component"": ""Windows Resource Profiles Feature""}"
Improper Access Control in Citrix ShareFile storage zones controller before 5.11.20 may allow an unauthenticated attacker to remotely compromise the storage zones controller.,"{""rootcause"": ""improper access control"", ""weakness"": """", ""impact"": ""remotely compromise the storage zones controller"", ""vector"": """", ""attacker"": ""unauthenticated attacker"", ""product"": ""Citrix ShareFile storage zones controller"", ""version"": ""before 5.11.20"", ""component"": """"}"
"On BIG-IP versions 16.0.x before 16.0.1.1, 15.1.x before 15.1.2.1, 14.1.x before 14.1.4, 13.1.x before 13.1.3.6, and 12.1.x before 12.1.5.3 amd BIG-IQ 7.1.0.x before 7.1.0.3 and 7.0.0.x before 7.0.0.2, the iControl REST interface has an unauthenticated remote command execution vulnerability. Note: Software versions which have reached End of Software Development (EoSD) are not evaluated.","{""rootcause"": ""improper authentication"", ""weakness"": ""server-side request forgery"", ""impact"": ""remote command execution"", ""vector"": """", ""attacker"": """", ""product"": [""BIG-IP"", ""BIG-IQ""], ""version"": ""multiple versions"", ""component"": ""iControl REST interface""}"
"Nagios XI version xi-5.7.5 is affected by OS command injection. The vulnerability exists in the file /usr/local/nagiosxi/html/includes/configwizards/windowswmi/windowswmi.inc.php due to improper sanitization of authenticated user-controlled input by a single HTTP request, which can lead to OS command injection on the Nagios XI server.","{""rootcause"": ""improper sanitization"", ""weakness"": ""OS command injection"", ""impact"": """", ""vector"": """", ""attacker"": ""authenticated user"", ""product"": ""Nagios XI"", ""version"": ""xi-5.7.5"", ""component"": ""/usr/local/nagiosxi/html/includes/configwizards/windowswmi/windowswmi.inc.php""}"
"Nagios XI version xi-5.7.5 is affected by OS command injection. The vulnerability exists in the file /usr/local/nagiosxi/html/includes/configwizards/switch/switch.inc.php due to improper sanitization of authenticated user-controlled input by a single HTTP request, which can lead to OS command injection on the Nagios XI server.","{""rootcause"": ""improper sanitization"", ""weakness"": ""OS command injection"", ""impact"": """", ""vector"": """", ""attacker"": ""authenticated user"", ""product"": ""Nagios XI"", ""version"": ""xi-5.7.5"", ""component"": ""/usr/local/nagiosxi/html/includes/configwizards/switch/switch.inc.php""}"
"Nagios XI version xi-5.7.5 is affected by OS command injection. The vulnerability exists in the file /usr/local/nagiosxi/html/includes/configwizards/cloud-vm/cloud-vm.inc.php due to improper sanitization of authenticated user-controlled input by a single HTTP request, which can lead to OS command injection on the Nagios XI server.","{""rootcause"": ""improper sanitization"", ""weakness"": ""OS command injection"", ""impact"": """", ""vector"": """", ""attacker"": ""authenticated user"", ""product"": ""Nagios XI"", ""version"": ""xi-5.7.5"", ""component"": ""/usr/local/nagiosxi/html/includes/configwizards/cloud-vm/cloud-vm.inc.php""}"
Improper access control in clipboard service in Samsung mobile devices prior to SMR Mar-2021 Release 1 allows untrusted applications to read or write certain local files.,"{""rootcause"": ""improper access control"", ""weakness"": """", ""impact"": ""read or write certain local files"", ""vector"": """", ""attacker"": ""untrusted applications"", ""product"": ""Samsung mobile devices"", ""version"": ""prior to SMR Mar-2021 Release 1"", ""component"": ""clipboard service""}"
An improper access control vulnerability in sec_log file prior to SMR MAR-2021 Release 1 exposes sensitive kernel information to userspace.,"{""rootcause"": ""improper access control"", ""weakness"": """", ""impact"": ""expose sensitive kernel information"", ""vector"": """", ""attacker"": """", ""product"": ""Samsung mobile devices"", ""version"": ""prior to SMR MAR-2021 Release 1"", ""component"": ""sec_log file""}"
An incorrect implementation handling file descriptor in dpu driver prior to SMR Mar-2021 Release 1 results in memory corruption leading to kernel panic.,"{""rootcause"": ""incorrect implementation"", ""weakness"": """", ""impact"": [""memory corruption"", ""kernel panic""], ""vector"": """", ""attacker"": """", ""product"": ""Samsung mobile devices"", ""version"": ""prior to SMR Mar-2021 Release 1"", ""component"": ""dpu driver""}"
"In affected versions of Confluence Server and Data Center, an OGNL injection vulnerability exists that would allow an unauthenticated attacker to execute arbitrary code on a Confluence Server or Data Center instance. The affected versions are before version 6.13.23, from version 6.14.0 before 7.4.11, from version 7.5.0 before 7.11.6, and from version 7.12.0 before 7.12.5.","{""rootcause"": """", ""weakness"": ""OGNL injection"", ""impact"": ""execute arbitrary code"", ""vector"": """", ""attacker"": ""unauthenticated attacker"", ""product"": ""Confluence Server and Data Center"", ""version"": ""multiple versions"", ""component"": """"}"
Internet Explorer Memory Corruption Vulnerability,"{""rootcause"": """", ""weakness"": ""Memory Corruption"", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Internet Explorer"", ""version"": """", ""component"": """"}"
Microsoft Exchange Server Remote Code Execution Vulnerability,"{""rootcause"": """", ""weakness"": ""Remote Code Execution"", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Microsoft Exchange Server"", ""version"": """", ""component"": """"}"
Microsoft Exchange Server Remote Code Execution Vulnerability,"{""rootcause"": """", ""weakness"": ""Remote Code Execution"", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Microsoft Exchange Server"", ""version"": """", ""component"": """"}"
Accellion FTA 9_12_370 and earlier is affected by SQL injection via a crafted Host header in a request to document_root.html. The fixed version is FTA_9_12_380 and later.,"{""rootcause"": """", ""weakness"": ""SQL injection"", ""impact"": """", ""vector"": ""crafted Host header"", ""attacker"": """", ""product"": ""Accellion FTA"", ""version"": ""9_12_370 and earlier"", ""component"": ""document_root.html""}"
Accellion FTA 9_12_411 and earlier is affected by OS command execution via a local web service call. The fixed version is FTA_9_12_416 and later.,"{""rootcause"": """", ""weakness"": """", ""impact"": ""OS command execution"", ""vector"": ""local web service call"", ""attacker"": """", ""product"": ""Accellion FTA"", ""version"": ""9_12_411 and earlier"", ""component"": """"}"
Accellion FTA 9_12_411 and earlier is affected by SSRF via a crafted POST request to wmProgressstat.html. The fixed version is FTA_9_12_416 and later.,"{""rootcause"": """", ""weakness"": ""server side request forgery"", ""impact"": """", ""vector"": ""crafted POST request"", ""attacker"": """", ""product"": ""Accellion FTA"", ""version"": ""9_12_411 and earlier"", ""component"": ""wmProgressstat.html""}"
Accellion FTA 9_12_370 and earlier is affected by OS command execution via a crafted POST request to various admin endpoints. The fixed version is FTA_9_12_380 and later.,"{""rootcause"": """", ""weakness"": """", ""impact"": ""OS command execution"", ""vector"": ""crafted POST request"", ""attacker"": """", ""product"": ""Accellion FTA"", ""version"": ""9_12_370 and earlier"", ""component"": ""various admin endpoints""}"
"Yealink Device Management (DM) 3.6.0.20 allows command injection as root via the /sm/api/v1/firewall/zone/services URI, without authentication.","{""rootcause"": """", ""weakness"": ""command injection"", ""impact"": ""execute as root"", ""vector"": """", ""attacker"": """", ""product"": ""Yealink Device Management"", ""version"": ""3.6.0.20"", ""component"": ""/sm/api/v1/firewall/zone/services URI""}"
Deserialization of Untrusted Data vulnerability in CheckboxWeb.dll of Checkbox Survey allows an unauthenticated remote attacker to execute arbitrary code. This issue affects: Checkbox Survey versions prior to 7.,"{""rootcause"": """", ""weakness"": ""deserialization of untrusted data"", ""impact"": ""execute arbitrary code"", ""vector"": """", ""attacker"": ""unauthenticated remote attacker"", ""product"": ""Checkbox Survey"", ""version"": ""prior to 7"", ""component"": ""CheckboxWeb.dll""}"
Win32k Elevation of Privilege Vulnerability,"{""rootcause"": """", ""weakness"": """", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Windows"", ""version"": """", ""component"": ""Win32k""}"
"Acrobat Reader DC versions versions 2021.001.20150 (and earlier), 2020.001.30020 (and earlier) and 2017.011.30194 (and earlier) are affected by a Use After Free vulnerability. An unauthenticated attacker could leverage this vulnerability to achieve arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.","{""rootcause"": ""use after free"", ""weakness"": """", ""impact"": ""arbitrary code execution"", ""vector"": ""malicious file"", ""attacker"": ""unauthenticated attacker"", ""product"": ""Acrobat Reader DC"", ""version"": ""2021.001.20150 and earlier, 2020.001.30020 and earlier, 2017.011.30194 and earlier"", ""component"": """"}"
"An improper authorization vulnerability has been reported to affect QNAP NAS running HBS 3 (Hybrid Backup Sync. ) If exploited, the vulnerability allows remote attackers to log in to a device. This issue affects: QNAP Systems Inc. HBS 3 versions prior to v16.0.0415 on QTS 4.5.2; versions prior to v3.0.210412 on QTS 4.3.6; versions prior to v3.0.210411 on QTS 4.3.4; versions prior to v3.0.210411 on QTS 4.3.3; versions prior to v16.0.0419 on QuTS hero h4.5.1; versions prior to v16.0.0419 on QuTScloud c4.5.1~c4.5.4. This issue does not affect: QNAP Systems Inc. HBS 2 . QNAP Systems Inc. HBS 1.3 .","{""rootcause"": ""improper authorization"", ""weakness"": """", ""impact"": ""log in to device"", ""vector"": """", ""attacker"": ""remote attackers"", ""product"": ""QNAP NAS"", ""version"": ""multiple versions"", ""component"": ""HBS 3 (Hybrid Backup Sync)""}"
Insufficient policy enforcement in PopupBlocker in Google Chrome prior to 91.0.4472.77 allowed a remote attacker to bypass navigation restrictions via a crafted iframe.,"{""rootcause"": ""insufficient policy enforcement"", ""weakness"": """", ""impact"": ""bypass navigation restrictions"", ""vector"": ""crafted iframe"", ""attacker"": ""remote attacker"", ""product"": ""Google Chrome"", ""version"": ""prior to 91.0.4472.77"", ""component"": ""PopupBlocker""}"
Type confusion in V8 in Google Chrome prior to 91.0.4472.101 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"{""rootcause"": ""type confusion"", ""weakness"": """", ""impact"": ""heap corruption"", ""vector"": ""crafted HTML page"", ""attacker"": ""remote attacker"", ""product"": ""Google Chrome"", ""version"": ""prior to 91.0.4472.101"", ""component"": ""V8""}"
Use after free in WebGL in Google Chrome prior to 91.0.4472.114 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"{""rootcause"": ""use after free"", ""weakness"": """", ""impact"": ""heap corruption"", ""vector"": ""crafted HTML page"", ""attacker"": ""remote attacker"", ""product"": ""Google Chrome"", ""version"": ""prior to 91.0.4472.114"", ""component"": ""WebGL""}"
Type Confusion in V8 in Google Chrome prior to 91.0.4472.164 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"{""rootcause"": ""type confusion"", ""weakness"": """", ""impact"": ""heap corruption"", ""vector"": ""crafted HTML page"", ""attacker"": ""remote attacker"", ""product"": ""Google Chrome"", ""version"": ""prior to 91.0.4472.164"", ""component"": ""V8""}"
Out of bounds write in V8 in Google Chrome prior to 93.0.4577.82 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"{""rootcause"": """", ""weakness"": ""out of bounds write"", ""impact"": ""heap corruption"", ""vector"": ""crafted HTML page"", ""attacker"": ""remote attacker"", ""product"": ""Google Chrome"", ""version"": ""prior to 93.0.4577.82"", ""component"": ""V8""}"
Use after free in Indexed DB API in Google Chrome prior to 93.0.4577.82 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page.,"{""rootcause"": ""use after free"", ""weakness"": """", ""impact"": ""sandbox escape"", ""vector"": ""crafted HTML page"", ""attacker"": ""remote attacker who had compromised the renderer process"", ""product"": ""Google Chrome"", ""version"": ""prior to 93.0.4577.82"", ""component"": ""Indexed DB API""}"
"A use after free issue was addressed with improved memory management. This issue is fixed in Safari 14.1, iOS 12.5.3, iOS 14.5 and iPadOS 14.5, watchOS 7.4, tvOS 14.5, macOS Big Sur 11.3. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited..","{""rootcause"": ""use after free"", ""weakness"": """", ""impact"": ""arbitrary code execution"", ""vector"": ""maliciously crafted web content"", ""attacker"": """", ""product"": [""Safari"", ""iOS"", ""iPadOS"", ""watchOS"", ""tvOS"", ""macOS""], ""version"": ""14.1, 12.5.3, 14.5, 14.5, 7.4, 14.5, Big Sur 11.3"", ""component"": """"}"
"An integer overflow was addressed with improved input validation. This issue is fixed in iOS 14.5.1 and iPadOS 14.5.1, tvOS 14.6, iOS 12.5.3, Safari 14.1.1, macOS Big Sur 11.3.1. Processing maliciously crafted web content may lead to arbitrary code execution.","{""rootcause"": """", ""weakness"": ""integer overflow"", ""impact"": ""arbitrary code execution"", ""vector"": ""maliciously crafted web content"", ""attacker"": """", ""product"": [""iOS"", ""iPadOS"", ""tvOS"", ""Safari"", ""macOS""], ""version"": ""14.5.1, 14.5.1, 14.6, 12.5.3, 14.1.1, Big Sur 11.3.1"", ""component"": """"}"
"A memory corruption issue was addressed with improved state management. This issue is fixed in watchOS 7.4.1, iOS 14.5.1 and iPadOS 14.5.1, tvOS 14.6, iOS 12.5.3, macOS Big Sur 11.3.1. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited..","{""rootcause"": """", ""weakness"": ""memory corruption"", ""impact"": ""arbitrary code execution"", ""vector"": ""maliciously crafted web content"", ""attacker"": """", ""product"": [""watchOS"", ""iOS"", ""iPadOS"", ""tvOS"", ""macOS""], ""version"": ""7.4.1, 14.5.1, 14.5.1, 14.6, 12.5.3, Big Sur 11.3.1"", ""component"": """"}"
A buffer overflow issue was addressed with improved memory handling. This issue is fixed in iOS 12.5.3. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited..,"{""rootcause"": """", ""weakness"": ""buffer overflow"", ""impact"": ""arbitrary code execution"", ""vector"": ""maliciously crafted web content"", ""attacker"": """", ""product"": ""iOS"", ""version"": ""12.5.3"", ""component"": """"}"
A memory corruption issue was addressed with improved state management. This issue is fixed in iOS 12.5.4. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited..,"{""rootcause"": """", ""weakness"": ""memory corruption"", ""impact"": ""arbitrary code execution"", ""vector"": ""maliciously crafted web content"", ""attacker"": """", ""product"": ""iOS"", ""version"": ""12.5.4"", ""component"": """"}"
A use after free issue was addressed with improved memory management. This issue is fixed in iOS 12.5.4. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited..,"{""rootcause"": ""use after free"", ""weakness"": """", ""impact"": ""arbitrary code execution"", ""vector"": ""maliciously crafted web content"", ""attacker"": """", ""product"": ""iOS"", ""version"": ""12.5.4"", ""component"": """"}"
"A memory corruption issue was addressed with improved memory handling. This issue is fixed in macOS Big Sur 11.5.1, iOS 14.7.1 and iPadOS 14.7.1, watchOS 7.6.1. An application may be able to execute arbitrary code with kernel privileges. Apple is aware of a report that this issue may have been actively exploited.","{""rootcause"": """", ""weakness"": ""memory corruption"", ""impact"": ""execute arbitrary code with kernel privileges"", ""vector"": """", ""attacker"": """", ""product"": [""macOS"", ""iOS"", ""iPadOS"", ""watchOS""], ""version"": ""Big Sur 11.5.1, 14.7.1, 14.7.1, 7.6.1"", ""component"": """"}"
"A use after free issue was addressed with improved memory management. This issue is fixed in iOS 14.8 and iPadOS 14.8, macOS Big Sur 11.6. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited.","{""rootcause"": ""use after free"", ""weakness"": """", ""impact"": ""arbitrary code execution"", ""vector"": ""maliciously crafted web content"", ""attacker"": """", ""product"": [""iOS"", ""iPadOS"", ""macOS""], ""version"": ""14.8, 14.8, Big Sur 11.6"", ""component"": """"}"
"An integer overflow was addressed with improved input validation. This issue is fixed in Security Update 2021-005 Catalina, iOS 14.8 and iPadOS 14.8, macOS Big Sur 11.6, watchOS 7.6.2. Processing a maliciously crafted PDF may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited.","{""rootcause"": """", ""weakness"": ""integer overflow"", ""impact"": ""arbitrary code execution"", ""vector"": ""maliciously crafted PDF"", ""attacker"": """", ""product"": [""macOS"", ""iOS"", ""iPadOS"", ""watchOS""], ""version"": ""Catalina, 14.8, 14.8, Big Sur 11.6, 7.6.2"", ""component"": """"}"
"A type confusion issue was addressed with improved state handling. This issue is fixed in iOS 12.5.5, iOS 14.4 and iPadOS 14.4, macOS Big Sur 11.2, Security Update 2021-001 Catalina, Security Update 2021-001 Mojave, Security Update 2021-006 Catalina. A malicious application may be able to execute arbitrary code with kernel privileges. Apple is aware of reports that an exploit for this issue exists in the wild.","{""rootcause"": ""type confusion"", ""weakness"": """", ""impact"": ""execute arbitrary code with kernel privileges"", ""vector"": """", ""attacker"": ""malicious application"", ""product"": [""iOS"", ""macOS""], ""version"": ""12.5.5, 14.4, Big Sur 11.2, Catalina, Mojave, Catalina"", ""component"": """"}"
"A memory corruption issue was addressed with improved memory handling. This issue is fixed in iOS 15.0.2 and iPadOS 15.0.2, macOS Monterey 12.0.1, iOS 14.8.1 and iPadOS 14.8.1, tvOS 15.1, watchOS 8.1, macOS Big Sur 11.6.1. An application may be able to execute arbitrary code with kernel privileges. Apple is aware of a report that this issue may have been actively exploited..","{""rootcause"": """", ""weakness"": ""memory corruption"", ""impact"": ""execute arbitrary code with kernel privileges"", ""vector"": """", ""attacker"": """", ""product"": [""iOS"", ""iPadOS"", ""macOS"", ""tvOS"", ""watchOS""], ""version"": ""15.0.2, 15.0.2, Monterey 12.0.1, 14.8.1, 14.8.1, 15.1, 8.1, Big Sur 11.6.1"", ""component"": """"}"
"An out-of-bounds write issue was addressed with improved bounds checking. This issue is fixed in iOS 14.8.1 and iPadOS 14.8.1, iOS 15.1 and iPadOS 15.1. A malicious application may be able to execute arbitrary code with kernel privileges.","{""rootcause"": """", ""weakness"": ""out-of-bounds write"", ""impact"": ""execute arbitrary code with kernel privileges"", ""vector"": """", ""attacker"": ""malicious application"", ""product"": [""iOS"", ""iPadOS""], ""version"": ""14.8.1, 14.8.1, 15.1, 15.1"", ""component"": """"}"
A buffer overflow issue was addressed with improved memory handling. This issue is fixed in iOS 15.2 and iPadOS 15.2. An application may be able to execute arbitrary code with kernel privileges.,"{""rootcause"": """", ""weakness"": ""buffer overflow"", ""impact"": ""execute arbitrary code with kernel privileges"", ""vector"": """", ""attacker"": """", ""product"": [""iOS"", ""iPadOS""], ""version"": ""15.2, 15.2"", ""component"": """"}"
"A deserialization issue was addressed through improved validation. This issue is fixed in Security Update 2021-005 Catalina, iOS 12.5.5, iOS 14.8 and iPadOS 14.8, macOS Big Sur 11.6, watchOS 7.6.2. A sandboxed process may be able to circumvent sandbox restrictions. Apple was aware of a report that this issue may have been actively exploited at the time of release..","{""rootcause"": ""improper input validation"", ""weakness"": ""deserialization"", ""impact"": ""circumvent sandbox restrictions"", ""vector"": """", ""attacker"": ""sandboxed process"", ""product"": [""macOS"", ""iOS"", ""iPadOS"", ""watchOS""], ""version"": ""Catalina, 12.5.5, 14.8, 14.8, Big Sur 11.6, 7.6.2"", ""component"": """"}"
HTTP Protocol Stack Remote Code Execution Vulnerability,"{""rootcause"": """", ""weakness"": """", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Windows"", ""version"": """", ""component"": ""HTTP Protocol Stack""}"
Microsoft Exchange Server Security Feature Bypass Vulnerability,"{""rootcause"": """", ""weakness"": ""Security Feature Bypass"", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Microsoft Exchange Server"", ""version"": """", ""component"": """"}"
"Sudo before 1.9.5p2 contains an off-by-one error that can result in a heap-based buffer overflow, which allows privilege escalation to root via ""sudoedit -s"" and a command-line argument that ends with a single backslash character.","{""rootcause"": ""off-by-one error"", ""weakness"": ""heap-based buffer overflow"", ""impact"": ""privilege escalation to root"", ""vector"": ""command-line argument ending with backslash"", ""attacker"": """", ""product"": ""Sudo"", ""version"": ""before 1.9.5p2"", ""component"": """"}"
An issue was discovered on Tenda AC11 devices with firmware through 02.03.01.104_CN. A stack buffer overflow vulnerability in /goform/setmac allows attackers to execute arbitrary code on the system via a crafted post request.,"{""rootcause"": """", ""weakness"": ""stack buffer overflow"", ""impact"": ""execute arbitrary code"", ""vector"": ""crafted post request"", ""attacker"": ""attackers"", ""product"": ""Tenda AC11"", ""version"": ""through 02.03.01.104_CN"", ""component"": ""/goform/setmac""}"
Windows Kernel Elevation of Privilege Vulnerability,"{""rootcause"": """", ""weakness"": """", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Windows"", ""version"": """", ""component"": ""Kernel""}"
Microsoft Exchange Server Information Disclosure Vulnerability,"{""rootcause"": """", ""weakness"": """", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Microsoft Exchange Server"", ""version"": """", ""component"": """"}"
Windows Kernel Elevation of Privilege Vulnerability,"{""rootcause"": """", ""weakness"": """", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Windows"", ""version"": """", ""component"": ""Kernel""}"
Scripting Engine Memory Corruption Vulnerability,"{""rootcause"": ""Memory Corruption"", ""weakness"": """", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Windows"", ""version"": """", ""component"": ""Scripting Engine""}"
Microsoft Exchange Server Remote Code Execution Vulnerability,"{""rootcause"": """", ""weakness"": ""Remote Code Execution"", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Microsoft Exchange Server"", ""version"": """", ""component"": """"}"
Windows Event Tracing Elevation of Privilege Vulnerability,"{""rootcause"": """", ""weakness"": """", ""impact"": """", ""vector"": """", ""attacker"": """", ""product"": ""Windows"", ""version"": """", ""component"": ""Event Tracing""}"
Realtek Jungle SDK version v2.x up to v3.4.14B provides a diagnostic tool called 'MP Daemon' that is usually compiled as 'UDPServer' binary. The binary is affected by multiple memory corruption vulnerabilities and an arbitrary command injection vulnerability that can be exploited by remote unauthenticated attackers.,"{""rootcause"": """", ""weakness"": [""multiple memory corruption vulnerabilities"", ""command injection vulnerability""], ""impact"": ""execute arbitrary code"", ""vector"": """", ""attacker"": ""remote unauthenticated attackers"", ""product"": ""Realtek Jungle SDK"", ""version"": ""v2.x up to v3.4.14B"", ""component"": ""MP Daemon""}"
